Actual Temperature,Predicted Temperature,Absolute Error
58.1875,58.498066,0.31056595
56.75,58.40998,1.6599808
58.0625,57.89926,0.16323853
57.125,58.05781,0.93281174
57.6875,57.97208,0.28458023
56.8125,58.093864,1.2813644
56.0625,57.796394,1.7338943
59.25,57.53797,1.7120285
58.3125,58.06984,0.24266052
57.3125,58.271748,0.9592476
58.3125,58.00974,0.30276108
57.4375,58.512363,1.0748634
58.1875,58.229362,0.041862488
60.0,58.408417,1.5915833
57.5,59.293808,1.793808
59.0,58.592884,0.40711594
58.75,59.273975,0.5239754
60.0625,59.62803,0.43447113
59.625,59.927956,0.30295563
58.375,59.973835,1.598835
56.9375,59.312607,2.3751068
62.4375,58.929283,3.5082169
61.375,59.692215,1.682785
59.625,60.505585,0.8805847
58.6875,59.738686,1.0511856
64.9375,59.753365,5.1841354
59.75,61.063293,1.3132935
59.625,61.065586,1.4405861
59.1875,60.32891,1.1414108
60.875,60.62444,0.25056076
60.0625,60.91532,0.85282135
60.625,61.042442,0.41744232
58.8125,60.98387,2.1713715
59.75,59.845947,0.095947266
59.3125,60.265007,0.952507
59.8125,59.74594,0.06655884
62.0625,60.038002,2.024498
57.75,60.542133,2.7921333
59.625,59.828358,0.2033577
59.3125,60.00775,0.69525146
59.3125,60.06504,0.7525406
58.0625,59.98477,1.9222717
62.0,59.38832,2.611679
60.1875,60.47845,0.29095078
64.0,60.602047,3.397953
59.4375,61.363083,1.9255829
60.0,60.77543,0.7754288
59.4375,60.81087,1.3733711
59.4375,60.432858,0.9953575
60.625,60.59616,0.028839111
61.875,60.789806,1.0851936
59.5,60.93547,1.4354706
61.6875,60.616467,1.0710335
60.3125,60.99334,0.68083954
60.25,61.008095,0.7580948
61.75,60.85716,0.89284134
59.0625,61.23402,2.1715202
60.5,60.830185,0.33018494
59.3125,61.066685,1.7541847
61.375,60.873314,0.5016861
58.9375,61.035034,2.0975342
58.875,60.615585,1.7405853
61.375,60.31008,1.0649185
60.0,60.716743,0.71674347
59.75,60.695473,0.9454727
60.1875,60.63259,0.44509125
63.3125,60.534267,2.7782326
60.5,61.569603,1.069603
58.4375,61.568287,3.130787
60.0,60.61119,0.6111908
59.875,60.99039,1.1153908
61.3125,60.791046,0.52145386
60.25,61.028374,0.7783737
63.3125,61.18007,2.132431
61.5625,61.56243,6.866455e-05
62.5,61.608135,0.8918648
60.625,62.012115,1.3871155
60.625,61.73523,1.1102295
59.375,61.607853,2.232853
61.5625,61.333813,0.22868729
59.1875,61.56681,2.3793106
60.1875,61.236847,1.0493469
59.875,61.160637,1.2856369
58.6875,60.40517,1.7176704
58.75,60.404106,1.6541061
60.0,59.988205,0.011795044
59.75,59.738983,0.011016846
60.375,60.402466,0.02746582
59.9375,60.4046,0.46709824
59.1875,60.442345,1.2548447
59.0,59.96041,0.9604111
60.125,60.107742,0.01725769
60.75,60.33026,0.41973877
60.0,60.438305,0.4383049
61.125,60.276596,0.84840393
60.5625,60.6429,0.08039856
59.5,60.529892,1.029892
59.125,60.276924,1.1519241
58.5,60.07613,1.5761299
59.6875,60.14587,0.4583702
62.1875,60.482346,1.7051544
60.5625,60.98231,0.41981125
60.25,61.060005,0.8100052
60.625,61.081326,0.45632553
58.625,61.08912,2.464119
63.625,60.628952,2.996048
60.5,61.82025,1.3202515
60.75,61.538868,0.78886795
61.3125,61.44355,0.13105011
58.9375,61.57565,2.6381493
59.875,61.196053,1.3210526
64.6875,60.737595,3.9499054
59.75,61.91828,2.1682816
60.0625,61.122276,1.0597763
59.75,61.463852,1.7138519
63.125,61.51924,1.6057587
62.875,62.009842,0.8651581
61.125,62.277756,1.1527557
60.1875,62.13811,1.9506111
59.625,61.916664,2.2916641
63.1875,61.675697,1.5118027
60.0625,61.6951,1.6325989
60.0,61.60087,1.6008682
64.875,61.487007,3.3879929
60.4375,62.23661,1.7991104
59.875,62.207375,2.3323746
59.4375,61.920288,2.482788
59.5,61.308147,1.8081474
60.8125,61.376667,0.564167
60.0,61.619637,1.6196365
59.125,61.285397,2.1603966
59.0,60.279854,1.2798538
60.125,60.63463,0.5096283
58.5,61.076042,2.5760422
60.75,60.173435,0.5765648
62.9375,60.614895,2.3226051
60.5,60.84045,0.3404503
61.625,61.10215,0.52285004
58.875,61.25689,2.3818893
60.5,60.85163,0.35163116
60.25,61.014122,0.764122
60.0,61.19998,1.1999817
59.75,60.816456,1.0664558
61.3125,60.745216,0.56728363
60.375,61.365726,0.9907265
61.1875,61.267418,0.07991791
61.625,61.606335,0.018665314
60.125,61.561615,1.436615
60.125,61.07556,0.9505615
60.4375,61.58706,1.149559
60.25,61.325714,1.0757141
60.375,61.537727,1.1627274
60.625,61.32491,0.6999092
59.9375,61.61364,1.6761398
59.0625,61.33579,2.2732887
64.9375,61.13215,3.8053513
60.625,61.89579,1.2707901
60.1875,61.248657,1.0611572
58.3125,61.638268,3.3257675
59.9375,61.126923,1.1894226
58.875,61.28594,2.4109383
63.125,60.642616,2.4823837
57.375,60.370773,2.9957733
59.9375,60.024216,0.0867157
60.5625,60.515793,0.046707153
63.25,60.795692,2.4543076
61.5,61.649376,0.14937592
59.3125,61.614647,2.302147
60.3125,61.051903,0.7394028
60.5625,61.088634,0.5261345
59.0625,61.030327,1.9678268
60.375,60.847084,0.47208405
61.6875,60.69143,0.99607086
59.1875,61.03805,1.8505516
59.875,61.008045,1.1330452
54.875,60.556793,5.681793
60.4375,59.746323,0.69117737
59.8125,61.003716,1.1912155
60.1875,60.978615,0.7911148
61.9375,61.532516,0.40498352
62.0,61.71031,0.2896881
