Actual Temperature,Predicted Temperature,Absolute Error
56.9375,61.9192,4.981701
61.625,59.68919,1.9358101
56.75,60.908165,4.158165
59.5,59.288933,0.2110672
60.0,59.81721,0.18278885
60.9375,59.883358,1.054142
61.75,60.13593,1.6140709
62.125,60.68127,1.4437294
61.25,60.871502,0.37849808
62.0625,60.89276,1.1697388
61.625,61.455635,0.16936493
62.4375,61.50975,0.92774963
62.25,61.71171,0.5382881
61.4375,61.783306,0.34580612
58.9375,61.711792,2.774292
60.625,60.769325,0.14432526
57.375,60.751595,3.3765945
61.125,59.765007,1.359993
62.75,60.40467,2.3453293
59.9375,61.31238,1.3748817
59.3125,60.930656,1.6181564
59.6875,60.868225,1.1807251
58.5,60.778976,2.2789764
59.4375,59.794086,0.35658646
60.0,60.18927,0.18927002
59.25,59.36171,0.111709595
61.5,59.619434,1.8805656
62.1875,59.79122,2.3962784
58.625,60.36839,1.7433891
58.5,59.60202,1.1020203
60.3125,58.78276,1.5297394
58.625,59.5567,0.93170166
59.625,59.35805,0.2669487
59.125,59.023064,0.10193634
61.375,59.42419,1.9508095
57.6875,59.899807,2.212307
56.5,59.28395,2.7839508
56.5625,58.60537,2.0428696
59.625,58.185535,1.4394646
59.875,58.76551,1.1094894
57.125,59.091225,1.9662247
58.125,58.390453,0.26545334
59.0,58.387306,0.6126938
59.1875,58.468292,0.71920776
56.8125,58.779465,1.9669647
57.6875,58.042458,0.35495758
57.625,58.271767,0.64676666
56.9375,58.196983,1.2594833
58.9375,58.1473,0.7901993
58.625,58.66255,0.03755188
58.5625,58.728256,0.16575623
57.9375,58.63917,0.7016716
58.5625,58.665596,0.10309601
60.6875,58.816833,1.8706665
58.375,59.17843,0.80342865
58.3125,59.05076,0.73825836
56.625,58.86878,2.2437782
61.8125,58.50109,3.311409
59.875,59.422047,0.45295334
57.0,59.49048,2.4904785
59.375,58.632065,0.7429352
57.25,59.22753,1.9775314
58.8125,58.729496,0.083004
56.5625,58.803772,2.241272
58.0,58.15754,0.15753937
57.6875,58.11532,0.4278183
56.9375,58.200237,1.2627373
58.25,58.002983,0.2470169
59.6875,58.097397,1.5901031
60.375,58.813175,1.5618248
57.25,58.917522,1.6675224
58.375,58.71573,0.34072876
57.5625,58.497597,0.93509674
56.875,58.329628,1.454628
57.5625,58.06754,0.5050392
60.9375,57.879078,3.058422
60.125,58.857037,1.2679634
58.3125,59.11315,0.80065155
57.3125,58.703117,1.3906174
58.25,58.490505,0.24050522
59.375,59.07982,0.29518127
57.875,59.108162,1.2331619
57.0,59.384903,2.384903
57.4375,59.156345,1.7188454
57.9375,58.647488,0.70998764
56.75,58.7421,1.9920998
59.0,57.53454,1.4654617
58.25,58.71762,0.46762085
58.0,58.668594,0.66859436
59.8125,58.58606,1.2264404
58.375,59.16189,0.7868881
58.4375,59.13729,0.69979095
59.3125,59.267235,0.045265198
59.125,60.048363,0.92336273
61.625,59.655464,1.9695358
58.125,60.56877,2.4437714
61.0,59.502014,1.4979858
60.875,60.072643,0.8023567
59.875,60.363564,0.48856354
62.9375,59.826332,3.111168
59.25,60.682056,1.4320564
60.0,60.291008,0.291008
58.375,59.873024,1.498024
60.1875,59.53795,0.6495514
57.25,59.836674,2.5866737
59.0,58.92245,0.07754898
57.0,59.118866,2.118866
60.125,58.660217,1.4647827
59.125,59.25334,0.12834167
59.625,59.177673,0.44732666
57.6875,59.471485,1.7839851
55.875,58.691647,2.8166466
61.1875,58.207516,2.9799843
59.125,59.399452,0.2744522
58.0,59.278324,1.2783241
57.625,59.093014,1.4680138
55.9375,58.843365,2.9058647
56.5,58.295868,1.7958679
56.375,57.985554,1.6105537
56.0,57.755836,1.7558365
57.5,57.44763,0.052368164
57.8125,57.700348,0.1121521
56.4375,57.662605,1.2251053
60.5,57.481926,3.018074
58.625,58.714844,0.08984375
58.3125,58.555214,0.24271393
59.75,58.957954,0.7920456
58.1875,59.580914,1.3934135
61.5625,59.741932,1.8205681
64.5,59.10041,5.3995895
64.3125,61.38224,2.9302597
64.3125,61.77865,2.5338516
64.125,62.229546,1.8954544
64.6875,62.64359,2.043911
62.75,62.91055,0.16054916
62.5625,62.66197,0.09946823
62.375,62.56086,0.18585968
63.125,62.437836,0.6871643
62.8125,62.82506,0.012561798
62.875,62.572365,0.3026352
61.9375,62.384518,0.44701767
63.75,62.105263,1.6447372
62.8125,62.48413,0.32836914
62.6875,62.563877,0.123622894
61.875,62.287266,0.41226578
60.75,62.110176,1.3601761
62.75,61.578487,1.1715126
62.875,62.098133,0.7768669
62.5,62.139023,0.36097717
63.9375,61.96694,1.9705582
61.125,62.571842,1.4468422
61.9375,61.84768,0.08982086
62.4375,61.84871,0.5887909
63.5625,62.08808,1.4744186
62.8125,62.33277,0.4797287
68.3125,62.25787,6.0546303
62.0625,64.03401,1.9715118
62.8125,62.93567,0.123168945
61.875,62.873875,0.99887466
61.125,62.53682,1.4118195
62.5625,61.942337,0.62016296
62.5,62.241547,0.25845337
62.8125,62.195328,0.61717224
62.0625,62.37009,0.30759048
59.3125,62.147514,2.8350143
61.75,61.146816,0.60318375
61.875,61.27228,0.60271835
61.9375,61.444733,0.49276733
61.5625,61.48433,0.07817078
62.375,61.472565,0.9024353
61.75,61.680878,0.069122314
60.625,61.651665,1.0266647
60.375,61.153595,0.778595
62.0,61.003532,0.9964676
61.3125,61.196663,0.1158371
60.0,61.317245,1.3172455
61.5625,60.74153,0.8209686
61.8125,60.959015,0.8534851
60.25,61.200554,0.9505539
61.4375,60.716602,0.7208977
61.625,60.89997,0.725029
61.1875,61.15534,0.032161713
60.5625,61.023544,0.4610443
56.6875,60.772034,4.0845337
57.25,59.720062,2.4700623
56.3125,59.27858,2.9660797
59.75,58.962944,0.78705597
57.8125,59.35015,1.5376511
63.625,59.076073,4.5489273
60.9375,60.184258,0.7532425
60.3125,60.758972,0.44647217
60.0,60.57905,0.57904816
60.0625,60.642372,0.57987213
59.6875,60.455116,0.7676163
58.6875,60.68981,2.0023117
62.0,60.273705,1.7262955
60.3125,60.76406,0.45156097
61.5625,60.759293,0.8032074
60.4375,61.24569,0.8081894
60.4375,61.19369,0.75619125
61.1875,61.035538,0.15196228
60.3125,61.443825,1.1313248
62.1875,61.399197,0.7883034
60.6875,61.56295,0.87545013
61.75,61.516983,0.23301697
60.75,61.7349,0.9849014
60.625,61.61695,0.991951
60.5,61.544777,1.0447769
61.25,61.165527,0.084472656
60.6875,61.569107,0.88160706
59.6875,61.185814,1.4983139
60.375,60.81869,0.44369125
62.3125,61.13205,1.1804504
60.6875,61.795227,1.107727
61.4375,61.69787,0.26036835
61.4375,61.811584,0.37408447
60.25,62.010628,1.7606277
59.125,61.266922,2.141922
60.5,60.737076,0.2370758
60.375,60.892384,0.5173836
60.25,60.960102,0.7101021
59.25,60.926033,1.676033
59.0,60.553787,1.5537872
61.8125,60.65858,1.1539192
62.0,60.799313,1.2006874
61.625,61.470177,0.1548233
61.25,61.475716,0.22571564
61.0,61.51147,0.5114708
60.875,61.51234,0.63734055
61.1875,61.453842,0.26634216
61.5625,61.704197,0.14169693
62.5625,62.068436,0.49406433
62.9375,62.2131,0.72439957
61.5,62.60294,1.1029396
61.8125,62.371346,0.5588455
63.75,62.429245,1.320755
62.0625,63.089466,1.0269661
61.3125,62.555584,1.243084
61.125,62.4049,1.2798996
61.4375,62.051395,0.6138954
53.0,60.919044,7.9190445
56.0,53.249344,2.7506561
49.25,55.32638,6.0763817
49.8125,53.449127,3.6366272
55.75,52.957565,2.7924347
50.75,54.247204,3.4972038
54.3125,52.8543,1.4581985
45.4375,52.741005,7.303505
47.125,50.68972,3.5647202
47.375,51.434288,4.059288
54.6875,48.66811,6.01939
44.9375,51.412937,6.475437
43.5,49.04277,5.5427704
51.5625,48.37709,3.1854095
50.3125,50.26761,0.044891357
44.1875,50.041668,5.854168
45.8125,48.07444,2.26194
46.75,47.992546,1.2425461
41.0,46.281784,5.281784
39.1875,45.96097,6.773472
46.75,46.235462,0.5145378
43.9375,44.139915,0.20241547
36.9375,45.011402,8.073902
32.875,39.638115,6.763115
39.125,38.01652,1.1084785
30.9375,35.914093,4.976593
31.4375,32.770905,1.3334045
35.5,33.560253,1.9397469
31.375,30.97872,0.3962803
31.6875,32.01077,0.3232689
32.5625,31.386421,1.1760788
34.625,31.143156,3.481844
30.5625,32.890987,2.3284874
31.0,31.252775,0.2527752
31.375,31.94991,0.5749092
30.75,31.571198,0.8211975
31.4375,31.36358,0.073919296
29.875,31.422302,1.5473022
39.5,31.040695,8.459305
30.6875,31.64765,0.96014977
30.9375,30.253176,0.68432426
31.3125,31.362902,0.050401688
30.5,30.060873,0.43912697
29.875,31.773972,1.8989716
31.1875,31.516056,0.32855606
35.3125,31.326788,3.985712
30.75,33.344746,2.5947456
31.5625,30.238956,1.3235435
29.625,32.4055,2.7804985
29.875,30.65535,0.78034973
30.5625,31.776714,1.2142143
30.6875,31.236717,0.5492172
31.0625,32.31317,1.2506714
30.5625,32.417038,1.854538
31.0625,30.90584,0.15666008
31.125,32.821533,1.6965332
31.0625,30.82296,0.2395401
29.75,31.365719,1.6157188
30.5,30.794283,0.2942829
30.5625,30.710947,0.14844704
30.75,31.195204,0.44520378
31.0625,30.900167,0.16233253
36.125,31.01856,5.1064396
30.125,31.36855,1.2435493
31.8125,31.040827,0.7716732
30.0,31.598051,1.5980511
30.125,31.246128,1.1211281
30.8125,32.53487,1.7223701
31.0625,31.477114,0.41461372
35.1875,31.885735,3.3017654
31.0625,31.958797,0.89629745
31.8125,30.09006,1.7224407
30.0,31.804367,1.8043671
30.5,29.691462,0.80853844
31.0625,31.562296,0.4997959
31.25,30.826706,0.42329407
34.4375,31.179039,3.258461
31.0,32.147324,1.1473236
32.875,30.489264,2.3857365
30.125,32.614765,2.4897652
30.1875,31.058352,0.8708515
30.3125,32.17801,1.865509
31.1875,31.742697,0.55519676
30.5,31.885393,1.3853931
30.8125,32.311172,1.4986725
31.375,31.158596,0.21640396
30.8125,32.04326,1.2307587
31.0625,30.898876,0.16362381
31.9375,31.602692,0.33480835
39.75,30.950369,8.799631
31.1875,31.335146,0.14764595
30.9375,30.692411,0.24508858
31.375,31.699646,0.324646
31.625,31.19118,0.43382072
31.625,32.562016,0.93701553
30.25,32.116146,1.8661461
31.375,31.644075,0.2690754
35.4375,33.861313,1.5761871
31.375,30.484987,0.89001274
30.25,32.575264,2.325264
30.625,31.398567,0.7735672
31.25,31.250624,0.000623703
40.375,32.288677,8.086323
31.1875,31.926058,0.7385578
31.75,31.32346,0.42654037
30.125,32.706356,2.581356
30.5,30.134874,0.36512566
31.4375,33.179726,1.7422256
32.125,32.023926,0.10107422
33.0,31.656443,1.3435574
30.25,34.218884,3.9688835
30.5,30.154293,0.34570694
31.0625,33.35765,2.2951508
35.4375,31.011478,4.4260216
31.0,31.89391,0.89390945
31.125,31.066784,0.058216095
31.5625,31.705637,0.14313698
36.0625,31.390018,4.6724815
31.875,31.91208,0.037080765
30.125,31.796282,1.6712818
31.1875,31.276249,0.08874893
35.9375,32.563366,3.374134
31.0625,31.539188,0.47668839
31.3125,32.387245,1.0747452
32.3125,31.786814,0.52568626
39.875,32.34933,7.525669
30.75,32.308655,1.5586548
31.0625,31.542683,0.48018265
31.4375,31.490038,0.052537918
36.0625,31.780893,4.2816067
31.375,31.781704,0.40670395
31.75,32.580856,0.8308563
41.875,31.36629,10.508711
30.5,37.835068,7.3350677
31.0,33.892548,2.8925476
31.5625,34.876175,3.313675
31.625,33.146004,1.5210037
31.5,33.641586,2.1415863
32.0625,31.919397,0.14310265
32.6875,32.020042,0.6674576
30.375,31.979696,1.6046963
31.4375,30.594109,0.8433914
31.625,32.270622,0.64562225
40.75,31.27232,9.47768
31.625,32.029152,0.40415192
32.3125,31.140892,1.171608
32.5625,31.76119,0.8013096
30.5,31.254894,0.75489426
39.375,32.301388,7.073612
33.75,36.12503,2.3750305
30.875,33.701538,2.826538
31.625,36.126076,4.5010757
31.75,32.713825,0.9638252
32.5625,34.452118,1.8896179
31.75,33.45568,1.7056808
32.5,31.982866,0.5171337
30.625,32.80522,2.1802216
31.5,31.857481,0.357481
31.75,32.962543,1.2125435
32.1875,32.636253,0.44875336
32.75,32.138947,0.61105347
31.5625,32.07147,0.50896835
31.625,31.507208,0.11779213
32.25,32.19682,0.053180695
33.0,31.377047,1.6229534
30.75,32.171402,1.421402
31.25,31.91254,0.66254044
31.8125,32.38793,0.5754318
32.0625,32.351257,0.28875732
31.5625,32.27961,0.7171097
31.9375,32.391563,0.45406342
32.6875,31.992352,0.69514847
37.6875,32.31554,5.3719597
30.75,31.491383,0.7413826
31.375,31.482277,0.10727692
31.8125,31.912731,0.10023117
35.6875,31.178715,4.5087852
31.625,32.99337,1.36837
32.0,31.959618,0.040382385
32.375,32.489258,0.11425781
37.1875,33.80023,3.387272
30.75,32.038105,1.288105
31.8125,33.270035,1.4575348
40.875,32.48889,8.386108
31.625,33.31105,1.6860504
32.0625,31.965761,0.096738815
32.25,33.740368,1.4903679
36.3125,31.504734,4.807766
32.6875,35.25412,2.5666199
30.875,32.046658,1.1716576
31.6875,33.155785,1.4682846
40.875,35.285606,5.5893936
31.625,31.79821,0.17321014
31.6875,33.687267,1.9997673
32.3125,32.812626,0.5001259
32.25,32.904922,0.6549225
32.75,33.19209,0.44208908
30.75,33.775063,3.0250626
31.875,32.60468,0.7296791
32.25,35.920517,3.670517
31.6875,30.539093,1.148407
31.875,34.964283,3.089283
32.4375,32.473053,0.03555298
36.0625,32.418552,3.6439476
31.8125,32.79199,0.9794884
32.1875,31.521858,0.6656418
32.5,32.855938,0.35593796
32.5625,31.769943,0.79255676
31.0,32.865147,1.8651466
31.75,32.873005,1.1230049
31.5,32.558407,1.0584068
31.8125,33.775417,1.9629173
32.3125,32.04938,0.26311874
32.4375,33.420692,0.98319244
32.0625,32.428772,0.36627197
32.9375,32.601044,0.3364563
31.0625,32.080624,1.0181236
41.0,32.41927,8.58073
31.6875,32.351368,0.66386795
32.25,31.61722,0.6327801
32.875,32.82755,0.04745102
33.625,31.50198,2.1230202
33.375,33.53708,0.16207886
31.0,33.510555,2.5105553
31.9375,31.982521,0.045021057
32.0,35.967117,3.9671173
33.1875,30.927784,2.259716
31.125,34.604378,3.4793777
31.6875,32.431324,0.743824
31.75,32.862885,1.1128845
32.1875,32.73038,0.542881
32.625,32.57202,0.052978516
32.375,32.896065,0.52106476
32.0625,32.172657,0.11015701
32.5625,32.828423,0.26592255
36.5625,32.06428,4.4982185
33.3125,33.279083,0.033416748
33.0,32.465702,0.53429794
31.125,32.586227,1.4612274
31.5625,32.305668,0.7431679
31.6875,33.170135,1.4826355
32.125,32.933064,0.8080635
32.1875,33.138966,0.9514656
33.4375,33.709576,0.27207565
32.5,32.580513,0.080513
33.25,33.411434,0.16143417
40.1875,32.53059,7.65691
31.5,36.483147,4.9831467
31.9375,34.63052,2.6930199
32.375,34.12175,1.7467499
32.375,33.72332,1.34832
32.875,33.13745,0.26245117
33.4375,32.698044,0.7394562
31.125,32.325153,1.2001534
31.75,32.466854,0.7168541
31.9375,32.022305,0.084804535
32.3125,32.716713,0.40421295
32.5,32.688206,0.18820572
32.1875,32.31808,0.1305809
32.125,32.44719,0.32218933
32.875,32.786324,0.08867645
33.5,32.12171,1.3782883
31.125,32.960144,1.835144
31.6875,32.300995,0.6134949
32.0,32.63423,0.63423157
32.25,32.83081,0.58081055
31.5625,32.994118,1.4316177
32.1875,32.77312,0.5856209
32.4375,33.11979,0.6822891
32.6875,32.960938,0.2734375
32.3125,32.400684,0.08818436
32.9375,32.8795,0.057998657
31.25,32.263523,1.0135231
31.9375,32.359978,0.42247772
32.625,32.552395,0.07260513
32.1875,32.49236,0.30485916
32.3125,33.113358,0.80085754
33.125,33.09203,0.03297043
33.5,32.645824,0.85417557
31.125,33.55017,2.425171
31.9375,32.331585,0.39408493
32.5,33.35559,0.8555908
33.1875,32.731117,0.45638275
36.625,32.749046,3.8759537
32.875,33.044167,0.16916656
33.1875,32.43739,0.7501106
31.5,33.25806,1.7580605
31.5625,31.863117,0.30061722
32.375,33.66243,1.2874298
32.75,32.909374,0.15937424
36.875,32.941715,3.9332848
32.875,34.263626,1.3886261
33.375,32.204006,1.1709938
41.125,33.971577,7.1534233
32.0,32.478268,0.47826767
32.0,32.67141,0.6714096
32.6875,33.542038,0.85453796
32.5,32.160583,0.3394165
32.5625,35.348495,2.7859955
33.75,32.790062,0.95993805
33.5,33.33747,0.16252899
33.3125,35.24341,1.9309082
34.0,31.616814,2.3831863
31.5,34.036858,2.5368576
31.75,32.509445,0.7594452
32.0625,32.99704,0.9345398
32.75,32.63996,0.11003876
33.0,33.39397,0.3939705
32.25,32.797874,0.54787445
32.9375,32.918674,0.018825531
33.4375,33.523064,0.08556366
37.9375,32.563168,5.3743324
31.625,33.185337,1.5603371
32.4375,32.239536,0.19796371
32.875,32.708714,0.16628647
37.25,32.46396,4.7860413
33.4375,33.49008,0.052581787
31.375,33.052864,1.6778641
32.1875,33.00996,0.8224602
32.8125,34.113365,1.3008652
33.1875,32.60996,0.57754135
32.6875,34.33805,1.6505508
33.5,32.50782,0.9921799
33.5625,34.048298,0.48579788
31.625,32.307457,0.682457
32.6875,33.378822,0.6913223
32.8125,33.27502,0.4625206
32.25,32.980953,0.7309532
32.5625,33.64992,1.0874214
33.8125,33.24247,0.5700302
35.6875,33.48305,2.2044487
31.9375,33.336617,1.3991165
32.3125,32.593117,0.28061676
36.5625,33.53758,3.0249214
32.5,32.746395,0.24639511
32.6875,33.13445,0.446949
33.375,33.671165,0.29616547
37.4375,32.81317,4.6243286
31.625,34.559887,2.934887
32.1875,32.566147,0.37864685
32.5,33.772232,1.272232
32.875,33.887943,1.0129433
35.6875,33.01333,2.6741714
32.375,34.20406,1.8290596
32.8125,32.761055,0.051445007
33.125,34.80536,1.6803589
32.9375,31.761671,1.1758289
34.25,34.54217,0.29217148
31.6875,33.1895,1.5019989
41.25,32.8883,8.361698
32.0,34.51138,2.5113792
32.5,32.120678,0.37932205
32.875,34.51658,1.6415787
33.5,32.41299,1.0870094
32.625,34.223953,1.5989532
33.25,34.373203,1.1232033
34.375,32.299488,2.075512
31.75,36.437775,4.6877747
32.125,31.115673,1.0093269
32.6875,35.106884,2.419384
32.5,32.89887,0.39886856
32.8125,33.77693,0.96443176
42.75,33.189533,9.560467
32.8125,33.54751,0.73500824
32.625,32.85546,0.23046112
33.0,33.43162,0.43162155
32.625,32.49068,0.1343193
33.0,34.157616,1.1576157
33.3125,34.13223,0.81972885
34.875,32.625732,2.2492676
41.25,36.4499,4.8000984
32.0,31.97885,0.021150589
32.375,33.914776,1.5397758
32.75,33.886868,1.1368675
37.8125,32.56958,5.24292
33.0,34.72488,1.7248802
33.6875,33.714054,0.026554108
38.75,33.546623,5.203377
31.625,35.562447,3.9374466
32.6875,32.188316,0.49918365
33.5,35.565353,2.0653534
33.3125,32.17631,1.1361885
32.6875,36.14292,3.4554214
33.0,32.773254,0.2267456
33.1875,33.94637,0.7588692
33.25,35.52632,2.2763214
33.0,32.03497,0.96503067
33.375,34.663815,1.2888145
33.125,33.184807,0.059806824
37.9375,33.077114,4.860386
32.9375,33.39755,0.46004868
33.4375,32.931606,0.5058937
33.5625,33.754547,0.19204712
43.0,32.884686,10.1153145
32.8125,34.357643,1.5451431
33.25,33.36154,0.11154175
33.75,33.52606,0.2239418
34.375,34.02633,0.34867096
31.875,33.504013,1.6290131
32.6875,34.971626,2.2841263
33.0625,33.047646,0.014854431
33.25,36.914577,3.6645775
32.625,31.927366,0.69763374
34.0,35.3666,1.3666
33.75,33.613518,0.13648224
33.625,33.697895,0.07289505
33.125,32.927597,0.19740295
33.3125,33.290417,0.022083282
33.375,33.065483,0.3095169
34.5625,33.268738,1.2937622
33.9375,33.157234,0.7802658
34.5,33.587368,0.912632
32.0625,33.322563,1.2600632
37.6875,33.355682,4.3318176
32.75,33.926636,1.1766357
33.4375,33.32082,0.116680145
33.4375,33.98425,0.5467491
34.0,33.24791,0.75209045
33.6875,33.805683,0.118183136
31.9375,34.461773,2.524273
32.875,32.853367,0.021633148
42.625,35.672802,6.952198
33.1875,32.737694,0.4498062
33.625,33.90161,0.27661133
33.75,33.98686,0.23685837
33.0,32.583485,0.41651535
33.25,34.533836,1.2838364
33.75,33.9731,0.22309875
34.1875,33.140938,1.0465622
32.0,37.181557,5.1815567
32.625,31.642893,0.98210716
33.625,35.370785,1.7457848
33.6875,33.72906,0.041561127
34.0,33.634544,0.36545563
33.8125,33.549038,0.26346207
34.25,33.22791,1.0220909
32.375,33.63635,1.2613487
33.125,33.07496,0.0500412
34.875,33.912342,0.9626579
33.375,33.523876,0.14887619
33.625,33.791286,0.16628647
33.5,34.06383,0.5638313
34.0,33.624985,0.37501526
32.0,34.44041,2.4404106
33.125,33.346085,0.2210846
33.25,33.878315,0.628315
33.3125,33.868988,0.55648804
33.1875,33.240505,0.05300522
33.8125,33.65972,0.15277863
37.875,33.197132,4.677868
35.0625,33.575768,1.4867325
32.25,34.304806,2.0548058
33.125,35.003643,1.878643
32.875,33.40667,0.5316696
32.875,34.559475,1.684475
33.875,33.60938,0.2656212
36.5625,33.180687,3.381813
34.0,34.362514,0.3625145
34.5,32.289547,2.210453
32.4375,33.49721,1.0597115
32.75,33.261444,0.5114441
33.375,33.720806,0.34580612
33.75,33.544067,0.20593262
38.375,33.98679,4.3882103
34.1875,34.498066,0.31056595
32.375,32.95979,0.5847893
33.25,34.43769,1.1876907
33.625,32.706318,0.9186821
33.3125,34.269634,0.95713425
33.8125,34.103115,0.29061508
34.375,33.492874,0.88212585
39.3125,35.1889,4.1236
32.375,33.62865,1.2536507
33.25,33.754604,0.50460434
33.5,34.431957,0.93195724
33.25,33.20947,0.04053116
33.75,34.370575,0.62057495
34.375,34.178043,0.19695663
34.0625,33.27139,0.791111
34.8125,35.457077,0.644577
32.5,32.660164,0.16016388
32.875,34.646214,1.7712135
33.5,33.75169,0.2516899
33.8125,33.555923,0.25657654
37.75,34.259212,3.4907875
33.5,33.85293,0.35292816
39.0625,33.347527,5.7149734
38.8125,34.505936,4.3065643
34.5625,33.48513,1.0773697
32.375,34.678017,2.3030167
33.5625,34.058746,0.49624634
34.0625,34.12641,0.06391144
33.5625,35.754745,2.1922455
34.1875,33.609917,0.5775833
34.8125,35.528454,0.7159538
32.375,34.518433,2.1434326
33.125,34.191372,1.0663719
33.6875,33.86713,0.17963028
33.4375,33.552814,0.11531448
34.3125,33.62915,0.6833496
35.3125,33.236233,2.0762672
32.5,33.66939,1.1693916
32.6875,33.85835,1.1708488
33.625,33.121548,0.5034523
33.8125,33.740196,0.07230377
33.3125,33.786278,0.47377777
33.5,33.25765,0.24235153
34.0,33.816765,0.18323517
38.125,33.69991,4.425091
33.5625,33.42664,0.13586044
34.1875,33.65195,0.53554916
39.4375,33.906197,5.5313034
32.6875,33.437626,0.7501259
33.375,33.80789,0.43289185
33.6875,34.462425,0.77492523
33.6875,32.932133,0.7553673
34.0,35.793335,1.793335
34.875,33.448174,1.4268265
42.25,34.2174,8.0326
32.9375,35.668037,2.7305374
33.625,32.585484,1.0395164
33.8125,35.004715,1.192215
34.375,32.921337,1.4536629
38.0,34.692062,3.3079376
32.875,34.58737,1.7123718
34.1875,33.11509,1.0724106
38.0,36.79895,1.2010498
33.4375,32.154804,1.2826958
33.9375,35.18073,1.2432289
34.3125,34.51284,0.20034027
33.8125,33.29766,0.5148392
34.6875,35.806046,1.1185455
32.75,33.51954,0.7695389
33.5625,34.491955,0.9294548
33.1875,35.291996,2.104496
33.6875,33.00267,0.6848297
33.8125,34.77028,0.95777893
38.6875,33.907696,4.779804
34.125,34.04465,0.08034897
35.0625,33.79634,1.266159
32.5,33.766953,1.2669525
42.375,33.965122,8.409878
33.125,34.59971,1.4747086
33.625,33.747932,0.122932434
33.6875,34.37464,0.6871414
34.0625,34.106354,0.04385376
33.4375,33.983177,0.5456772
33.625,35.567398,1.9423981
34.125,32.559837,1.5651627
33.625,36.876198,3.2511978
33.875,31.873415,2.001585
34.375,35.339706,0.9647064
34.25,33.89725,0.35274887
32.625,34.09419,1.4691887
33.75,33.849106,0.099105835
38.5625,34.16853,4.3939705
34.0,34.063553,0.06355286
34.4375,33.67664,0.76086044
34.875,34.05076,0.82424164
32.75,33.2548,0.5047989
34.0,34.308807,0.30880737
38.25,34.030434,4.2195663
34.4375,33.928177,0.5093231
34.9375,35.314415,0.37691498
39.375,33.529602,5.845398
32.875,34.493057,1.6180573
33.4375,34.301525,0.8640251
33.8125,34.345066,0.5325661
33.5,33.435684,0.064315796
33.6875,35.71629,2.0287895
34.0,33.700462,0.29953766
34.4375,34.03935,0.3981514
33.875,35.721653,1.846653
34.6875,32.63761,2.0498886
35.3125,34.743053,0.56944656
32.75,33.684364,0.9343643
33.0,33.940006,0.94000626
33.875,34.383858,0.5088577
33.9375,33.91695,0.020549774
34.3125,34.641975,0.3294754
35.1875,34.03973,1.1477699
33.25,34.08091,0.8309097
34.4375,34.602768,0.16526794
33.5,33.669342,0.16934204
34.5625,34.203274,0.35922623
34.875,34.296043,0.5789566
35.125,33.798782,1.3262177
32.9375,34.090096,1.1525955
34.0625,33.885426,0.17707443
35.0,33.45189,1.548111
34.25,34.30213,0.052131653
34.3125,33.65,0.6624985
34.6875,34.121395,0.5661049
35.1875,33.96878,1.2187195
35.0,34.413784,0.586216
33.125,33.74638,0.62137985
33.875,34.13774,0.2627411
34.875,34.10324,0.77175903
34.1875,34.113155,0.074344635
34.625,34.218857,0.4061432
35.125,34.477463,0.64753723
35.6875,34.324116,1.3633842
43.5,34.398777,9.101223
34.0,34.713387,0.71338654
34.3125,34.130814,0.1816864
34.5,35.12525,0.62525177
38.875,33.48979,5.385208
34.3125,35.548138,1.2356377
34.25,35.280746,1.0307465
34.75,33.932392,0.8176079
34.125,36.7856,2.6605988
35.3125,33.332516,1.9799843
33.25,35.987637,2.7376366
34.375,33.699074,0.6759262
33.8125,35.897568,2.0850677
34.4375,33.346397,1.0911026
34.6875,35.163918,0.47641754
37.8125,34.251186,3.5613136
35.75,33.94726,1.8027382
33.0625,34.686012,1.6235123
33.6875,33.761204,0.073703766
34.4375,34.55707,0.119571686
34.25,34.200165,0.049835205
34.4375,34.91678,0.47927856
35.5,34.18829,1.3117104
35.0,35.18019,0.18019104
33.1875,34.420265,1.2327652
34.0,34.55252,0.55252075
44.0,34.918617,9.081383
33.9375,34.903664,0.96616364
36.0,34.16735,1.8326492
33.125,36.714474,3.5894737
34.4375,34.680172,0.24267197
33.875,35.91191,2.036911
34.25,35.600124,1.3501244
34.625,33.791187,0.8338127
35.125,36.788845,1.6638451
34.875,32.450554,2.424446
35.5,34.7892,0.7108002
36.0,33.726776,2.2732239
33.75,34.048927,0.2989273
33.5625,33.92291,0.36040878
34.125,34.779076,0.6540756
34.5,34.377155,0.122844696
34.1875,34.779625,0.59212494
34.5625,34.41298,0.14952087
35.0,34.29457,0.7054291
35.375,34.51283,0.8621712
38.4375,33.874958,4.562542
34.1875,34.42501,0.23751068
34.625,34.04419,0.58081055
35.5,34.537655,0.9623451
34.25,34.138493,0.111507416
34.9375,34.841354,0.09614563
35.3125,34.86615,0.4463501
35.0625,34.314056,0.7484436
33.625,35.91672,2.2917213
34.3125,34.182953,0.12954712
35.0,35.357674,0.35767365
34.5,34.863617,0.36361694
35.1875,34.68607,0.5014305
35.5625,34.760265,0.80223465
33.25,34.50197,1.2519684
34.0625,34.761044,0.69854355
34.1875,34.207058,0.019557953
34.75,34.691837,0.05816269
34.1875,34.924797,0.73729706
34.5625,34.200188,0.36231232
35.4375,34.62838,0.8091202
35.375,34.640812,0.7341881
35.25,34.005974,1.2440262
33.4375,34.86552,1.4280205
